id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Weight	Height	Thickness	Length	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording
488	On the Origin of Species	Darwin	Charles	\N	Empire Books	2011	Paperback	1.41 pounds	10 inches	0.67 inches	7.99 inches	320	English	QH365 .O2	1619491303	576.82	Evolution > Genetics and evolution > Life Sciences, Biology > Natural sciences and mathematics > Theories of evolution
489	The Very Best of Charles de Lint	De Lint	Charles	\N	Tachyon Publications	2010	Paperback	1.05 pounds	6 inches	8.7 inches	1.3 inches	425	English	PR9199.D357 A6	1892391961	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
490	Wolf Moon	De Lint	Charles	\N	Firebird	2004	Paperback	0.34 pounds	7.1 inches	0.68 inches	4.28 inches	256	English	PS3554.E11415 W64	0142400777	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
491	Moll Flanders	Defoe	Daniel	\N	St. Martin's Press	1999	Paperback	0.43 pounds	6.77 inches	0.94 inches	4.21 inches	352	English	PR3404	0812567013	823.5	English fiction > English {except North American} > Literature > Queen Anne 1702-45
492	The Adventures of Robinson Crusoe	Defoe	Daniel	\N	Baronet Books	1996	Paperback	0.79 pounds	8.43 inches	0.73 inches	5.85 inches	\N	English	PR3403.A3 R73	\N	920	Biography > Biography, genealogy, insignia > History and Geography
493	The Adventures of Robinson Crusoe	Defoe	Daniel	\N	Bloomsbury	1994	Paperback	0.3 pounds	6.8 inches	0.6 inches	4.2 inches	157	English	PR3403 .A1	1854712802	823.5	English fiction > English {except North American} > Literature > Queen Anne 1702-45
494	The Complete Book of Sushi	Dekura	Hideo	\N	Periplus Editions	2004	Hardcover	3.1 pounds	0.87 inches	11.06 inches	9.29 inches	240	English	TX747.D4384	0794603165	641.5952	Cooking characteristic of specific geographic environments, ethnic cooking > Cooking, cookbooks > Food And Drink > Home and family management > Japan > Middle East, Asia  > Technology and Application of Knowledge
495	Tales of Neveryon	Delany	Samuel R.	\N	Bantam Books	1979	Paperback	0.55 pounds	6.8 inches	0.7 inches	4.2 inches	264	English	PS3554.E437 T3	0553123335	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
496	Thinkpad: A Different Shade of Blue	Dell	Deborah A.	\N	Sams Publishing	1999	Hardcover	1.9731372449 pounds	10 inches	1.25 inches	6.75 inches	502	English	HD9696.C64 D45	0672317567	4	Computer science > Computing and Information > Information
497	Guns, Germs, and Steel: The Fates of Human Societies	Diamond	Jared	\N	W. W. Norton & Company	1997	Hardcover	1.9 pounds	9.3 inches	1.5 inches	6 inches	480	English	HM206 .D48	0393038912	303.4	Social Processes > Social Sciences > Social change > Social sciences
498	The Brief Wondrous Life of Oscar Wao	Diaz	Junot	\N	Riverhead Hardcover	2007	Hardcover	1.1 pounds	1.3 inches	8.39 inches	5.71 inches	352	English	PS3554.I259	1594489580	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
499	Scanner Darkly	Dick	Philip K	https://philipdick.com/	Millennium Paperbacks	1999	Paperback	0.47 pounds	5.08 inches	7.8 inches	0.75 inches	217	English	PS3554.I3 S28	1857988477	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
500	Ubik	Dick	Philip K	https://philipdick.com/	Gollancz	2006	Paperback	0.31 pounds	\N	\N	\N	224	English	PS3554.I3 U24	0575079215	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
501	Do Androids Dream of Electric Sheep?	Dick	Philip K.	https://philipdick.com/	Del Rey	1987	Paperback	0.3 pounds	6.82 inches	0.74 inches	4.24 inches	272	English	PS3554.I3	0345350472	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
502	Flow My Tears, the Policeman Said	Dick	Philip K.	https://philipdick.com/	Gollancz	2001	Paperback	0.4 pounds	7.56 inches	0.71 inches	5.12 inches	208	English	PS3554.I3 F56	1857983416	813	American fiction > English (North America) > Literature
503	The Minority Report and Other Classic Stories	Dick	Philip K.	https://philipdick.com/	Citadel	2002	Paperback	1.17 pounds	9.12 inches	1.06 inches	6.06 inches	380	English	PS3554.I3 M46	0806523794	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
504	VALIS.	Dick	Philip K.	https://philipdick.com/	Bantam Books	1981	Paperback	0.15 pounds	7 inches	0.8 inches	4 inches	\N	English	PS3554.I3 V35	0553141562	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
505	We Can Remember It for You Wholesale	Dick	Philip K.	https://philipdick.com/	Citadel	2012	Paperback	0.93 pounds	6.03 inches	9.02 inches	1.06 inches	381	English	PS3554.I3 A15	9780806536484	813.0876208	Adventure fiction > American fiction > By type > Collections > English (North America) > Genre fiction > Literature > Science fiction > Speculative fiction
506	A Tale of Two Cities	Dickens	Charles	\N	Dover Publications	1998	Paperback	0.53 pounds	8.19 inches	0.79 inches	5.2 inches	304	English	PR4571 .A1	0486406512	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
507	A Tale of Two Cities	Dickens	Charles	\N	Signet Classics	1997	Paperback	0.55 pounds	6.8 inches	1 inch	4.1 inches	371	English	PR4571 .A1	0451526562	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
508	David Copperfield	Dickens	Charles	\N	Simon & Brown	2011	Paperback	3.05 pounds	9 inches	2.5 inches	6 inches	950	English	PR4558	1613821123	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
509	Great Expectations	Dickens	Charles	\N	Airmont Publishing Company	1965	Paperback	0.1 pounds	6.4 inches	0.9 inches	4.2 inches	\N	English	PR4560 .A1	\N	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
510	Great Expectations	Dickens	Charles	\N	Penguin Classics	2002	Paperback	0.8 pounds	7.68 inches	0.91 inches	5.06 inches	560	English	PR4560 .A1	0141439564	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
511	Nicholas Nickleby	Dickens	Charles	\N	\N	1994	Paperback	0.26 pounds	6.85 inches	0.63 inches	4.25 inches	158	English	PR4565.A2 F67	1854712330	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
512	Oliver Twist	Dickens	Charles	\N	Tor Classics	1998	Paperback	0.57 pounds	6.74 inches	1.25 inches	4.22 inches	496	English	PR4567	0812580036	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900
513	Crime and Punishment	Dostoevsky	Fyodor	\N	Penguin Books	1998	Paperback	0.53 pounds	6.93 inches	0.87 inches	4.33 inches	448	English	PG3326 .P7	0140621806	813	American fiction > English (North America) > Literature
514	Notes From Underground	Dostoevsky	Fyodor	\N	Bantam Classics	1983	Paperback	0.2 pounds	6.8 inches	0.5 inches	4.1 inches	176	English	PG3326 .Z4	0553211447	891.733	1800вЂ“1917 > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Russian and East Slavic languages > Russian fiction
516	PostgreSQL	Douglas	Korry	\N	Sams Publishing	2005	Paperback	3.55 pounds	8.9 inches	2.1 inches	6.9 inches	1032	English	QA76.D3 D685	0672327562	5.7565	Computer programming, programs, data, security > Computing and Information > Data > Information > Relational Databases > Specific Databases And Data Files
517	Logicomix: An Epic Search for Truth	Doxiadis	Apostolos	\N	Bloomsbury USA	2009	Paperback	1.9 pounds	9.2 inches	0.85 inches	6.74 inches	352	English	PA5615.O87 L64	1596914521	192	British philosophers > Modern western philosophy > Philosophy and Psychology
542	Silverthorn	Feist	Raymond E	https://raymondefeist.com/	Bantam Books	1986	Paperback	0.39 pounds	4.15 inches	6.88 inches	0.99 inches	343	English	PS3556.E446 S5	0553270540	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
518	The Power of Habit: Why We Do What We Do in Life and Business	Duhigg	Charles	\N	Random House	2012	Hardcover	1.49 pounds	6.46 inches	9.55 inches	1.15 inches	400	English	BF335 .D76	1400069289	158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology
519	How to Decide: Simple Tools for Making Better Choices	Duke	Annie	https://www.annieduke.com/	Portfolio	2020	Paperback	0.88 pounds	9.13 inches	0.76 inches	7.42 inches	288	English	HD30.23 .D85	0593418484	153.83	Cognition And Memory > Decision Making > Decision Making And Persuasion > Philosophy and Psychology > Psychology
520	Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts	Duke	Annie	https://www.annieduke.com/	Portfolio Penguin	2018	Hardcover	0.91050914206 pounds	8.6 inches	1 inch	5.7 inches	288	English	HD30 .D85	9780735216358	658.4	Executive > Management > Management and auxiliary services > Technology and Application of Knowledge
521	Obviously Awesome: How to Nail Product Positioning so Customers Get It, Buy It, Love It	Dunford	April	\N	Ambient Press	2019	Paperback	\N	8.5 inches	0.51 inches	5.5 inches	\N	English	\N	1999023005	658.82	Management > Management and auxiliary services > Of Marketing > Technology and Application of Knowledge
522	Mindset: The New Psychology of Success	Dweck	Carol S.	\N	Random House	2006	Hardcover	1.2 pounds	9.5 inches	1.12 inches	6.4 inches	320	English	BF773 .D85	1400062756	153.8	Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology
523	Baudolino	Eco	Umberto	http://umbertoeco.it/	Harcourt	2002	Hardcover	1.95 pounds	6.14 inches	9.21 inches	1.13 inches	522	English	PQ4865.C6 B3813	0151006903	853.914	1900- > 1945-1999 > 20th Century > Italian > Italian fiction > Literature
524	The Name of the Rose	Eco	Umberto	http://umbertoeco.it/	Houghton Mifflin Harcourt	1983	Hardcover	1.9 pounds	6.5 inches	9.49 inches	1.54 inches	512	English	PQ4865.C6	0151446474	853.914	1900- > 1945-1999 > 20th Century > Italian > Italian fiction > Literature
525	The Prague Cemetery	Eco	Umberto	http://umbertoeco.it/	Houghton Mifflin Harcourt	2011	Hardcover	1.4 pounds	1.38 inches	9.25 inches	6.26 inches	464	English	PQ4865.C6	0547577532	853.914	1900- > 1945-1999 > 20th Century > Italian > Italian fiction > Literature
526	Working in Public: The Making and Maintenance of Open Source Software	Eghbal	Nadia	\N	Stripe Press	2020	Hardcover	\N	\N	\N	\N	\N	English	HF5548.O64	0578675862	5.1068	Business & Organizations > Computer programming, programs, data, security > Computing and Information > Information > Management > Programming > Programming -- Subdivisions
527	The Neverending Story	Ende	Michael	\N	Dutton Juvenile	1997	Hardcover	1.11 pounds	8.52 inches	1.31 inches	5.92 inches	384	\N	PZ7.E6964 N	0525457585	833.914	1900-1990 > 1945-1990 > German and Germanic > German fiction > Literature > Modern period (1900-)
528	Designing UX: Forms: Create Forms That Don't Drive Your Users Crazy	Enders	Jessica	\N	SitePoint	2016	Paperback	1.02294489568 pounds	9.19 inches	0.58 inches	7 inches	276	English	QA76.H85 .E534	0994347057	4.019	Computer Interaction With Humans > Computer science > Computer science -- subdivisions > Computing and Information > Information > Theory And Instruction
529	Range: Why Generalists Triumph in a Specialized World	Epstein	David	\N	Riverhead Books	2019	Hardcover	1.2 pounds	9.36 inches	1.23 inches	6.3 inches	352	English	BF378.E94 E67	0735214484	153.9	Assessment And Intelligence > Cognition And Memory > Philosophy and Psychology > Psychology
